類別	名稱	地址	電話
居家護理	南投縣鹿谷鄉衛生所附設居家護理所	南投縣鹿谷鄉中正路2段20號	049-275200
居家護理	珍愛健康居家護理所	屏東縣內埔鄉豐田村和平路11號2樓	092-1288810
居家護理	美靜居家護理所	屏東縣枋寮鄉保生路286－3號	08-8782103
居家護理	輔英科技大學附設醫院附設居家護理所	屏東縣東港鎮興台裡中山路5號	08-8323146
居家護理	安泰醫療社團法人安泰醫院附設居家護理所	屏東縣東港鎮興東里中正路一段210號	08-8329966
居家護理	育安居家護理所	屏東縣長治鄉繁華村華中街10號	09-60807736
居家護理	立安居家護理所	屏東縣南州鄉三民路253號1樓	09-28324452
居家護理	國軍高雄總醫院屏東分院附設民眾診療服務處附設居家護理所	屏東縣屏東市大湖路58巷22號	08-7560756#15
居家護理	寶建醫療社團法人附設寶建居家護理所	屏東縣屏東市中山路119號	08-7665995#
居家護理	安騏居家護理所	屏東縣屏東市仁德路54－2號	08-7338550
居家護理	國仁醫院附設居家護理所	屏東縣屏東市民生東路12－2號	08-7223000#
居家護理	心禾居家護理所	屏東縣屏東市永安里永信三巷17號	08-7520060
居家護理	衛生福利部屏東醫院附設居家護理所	屏東縣屏東市自由路270號	08-7363011
居家護理	君涵居家護理所	屏東縣屏東市海豐里39－1號1樓	08-7364430
居家護理	吉安居家護理所	屏東縣屏東市復興南路一段93巷64弄2號1樓	08-7556109
居家護理	屏基醫療財團法人附設屏基護理之家	屏東縣屏東市華山里瑞光路三段96號	08-7368686
居家護理	星安居家護理所	屏東縣屏東市華盛街45號1樓	08-7551080
居家護理	溫馨護理之家	屏東縣屏東市橋北里廣東路27－3號2－6樓	08-7235116
居家護理	南門醫療社團法人附設南門居家護理所	屏東縣恆春鎮南門路10號	08-8894565
居家護理	屏東縣琉球鄉衛生所附設居家護理所	屏東縣琉球鄉中山路51號	08-8612513
居家護理	正欣居家護理所	屏東縣萬丹鄉社中村大隆路66巷8號1樓	08-7077018
居家護理	大愛護理之家附設居家護理所	屏東縣萬丹鄉香社村中興路一段68號	08-7763919
居家護理	希望愛居家護理所	屏東縣萬巒鄉褒忠路93號1樓	09-19626007
居家護理	遇見居家護理所	屏東縣滿州鄉滿州村中山路148號	08-8801945
居家護理	嘉鴻護理之家	屏東縣潮州鎮永春里介壽路14號	08-7882282
居家護理	耆安居家護理所	屏東縣潮州鎮長興路1－8號2樓	08-8203085
居家護理	勒蔓居家護理所	屏東縣霧台鄉霧台村岩?巷8鄰26號	08-7902300
居家護理	苗栗縣三義鄉衛生所附設居家護理所	苗栗縣三義鄉廣盛村復興路45號	037-872014
居家護理	佳諭居家護理所	苗栗縣三義鄉雙湖村13鄰雙湖5之1號7樓	037-873824
居家護理	大千綜合醫院附設居家護理所	苗栗縣苗栗市信義街23號地下一樓	037-357125
居家護理	男丁格爾居家護理所	苗栗縣苗栗市福安里29鄰富域街83號	037-262540
居家護理	慈愛居家護理所	苗栗縣苑裡鎮舊社里舊社5－8號	037-744327
居家護理	重光醫院附設居家護理所	苗栗縣頭份市中華路1039號	037-591421
居家護理	八塊厝居家護理所	桃園市八德區中山路111巷5號1樓	03-3656770
居家護理	荃馨婦幼居家護理所	桃園市八德區廣福路167巷2號4樓之1	03-3713875
居家護理	家安居家護理所	桃園市八德區廣豐路89號5樓	03-3559930
居家護理	旭安居家護理所	桃園市八德區樹仁三街601—1號2樓	03-2181310
居家護理	樂芯居家護理所	桃園市中壢區永福路1000號2樓	03-4331808
居家護理	辰佳居家護理所	桃園市中壢區青峰路一段59號12樓	03-2875726
居家護理	倆安居家護理所	桃園市中壢區青雲路100號12樓之8	09-35068866
居家護理	懷寧醫院附設居家護理所	桃園市中壢區信義路97號2樓	03-4919119
居家護理	懷寧護理之家	桃園市中壢區崇德三路250號1至4樓、252號1至4樓	03-4080143
居家護理	新恩居家護理所	桃園市平鎮區中豐路南勢二段102號	03-4395632
居家護理	陽明醫院附設居家護理所	桃園市平鎮區延平路二段56號	03-4929929
居家護理	衛生福利部桃園醫院附設居家護理所	桃園市桃園區中山路1492號	03-3699721
居家護理	群和居家護理所	桃園市桃園區中平路102號12樓之1	03-2208067
居家護理	弘成居家護理所	桃園市桃園區中平路98號5樓之1	03-3465666
居家護理	聯新國際醫院桃新分院附設居家護理所	桃園市桃園區南海街7號4樓	03-3325678
居家護理	敏盛綜合醫院附設居家護理所	桃園市桃園區經國路168號Ｂ3	03-3179599
居家護理	桃園市復興區衛生所附設居家護理	桃園市復興區澤仁里中正路42號	03-3821265
居家護理	天成醫院附設居家護理所	桃園市楊梅區中山北路1段356號	03-4782350
居家護理	姜博文診所附設同心居家護理所	桃園市楊梅區永美路333號3樓	03-2714927
居家護理	國軍桃園總醫院附設居家護理所	桃園市龍潭區中興路168號2樓	03-4799595
居家護理	周雅慧北區居家護理所	桃園市龜山區文興路128號13樓	03-non
居家護理	曦優居家護理所	桃園市龜山區光?路千禧新城9號1樓	03-2137588
居家護理	財團法人私立高雄醫學大學附設中和紀念醫院附設居家護理所	高雄市三民區安生里十全一路100號	07-3121101
居家護理	文雄護理之家	高雄市三民區宣化街87號	07-3229417
居家護理	祐生醫院附設居家護理所	高雄市三民區建國三路60號1樓	07-2866688
居家護理	和興護理之家	高雄市三民區建興路277號5樓	07-3871285
居家護理	文雄醫院附設護理之家	高雄市三民區察哈爾二街132號5、6樓	07-3165978
居家護理	富涵居家護理所	高雄市三民區灣復街42號1樓	07-3802282
居家護理	怡康居家護理所	高雄市大社區萬金路82－6號	07-3537135
居家護理	成功居家護理所	高雄市大寮區後庄里民智街167號1樓	07-7330696
居家護理	恆康居家護理所	高雄市大寮區昭明里鳳林路四段171－4號1樓	07-6411185
居家護理	沐青居家護理所	高雄市大寮區翁園路423號1樓	07-7830003
居家護理	瑞生醫院附設居家護理所	高雄市大寮區鳳林四路192號2樓	07-7835175
居家護理	高雄市立小港醫院附設居家護理所	高雄市小港區山明路482號B1	07-8036783
居家護理	橙田護理之家	高雄市小港區宏光街511號	07-8010408
居家護理	宜橙居家護理所	高雄市仁武區八德西路2278號1樓	07-3737339
居家護理	庭宓居家護理所	高雄市仁武區高楠里後港巷161－12號1樓	07-3946346
居家護理	安欣居家護理所	高雄市仁武區德榮街11號1樓	07-3728178
居家護理	高雄榮民總醫院附設居家護理所	高雄市左營區大中一路386號	07-3468337
居家護理	維佳居家護理所	高雄市左營區文天路120號1－2樓	07-3506063
居家護理	頤欣居家護理所	高雄市左營區立信路231號15Ｆ之3	07-5506869
居家護理	欣安居家護理所	高雄市左營區明華一路210號10樓之2	07-5563197
居家護理	全人居家護理所	高雄市左營區明華一路350號6樓606室	09-19798800
居家護理	富嘉居家護理所	高雄市左營區城峰路2號(2層)	07-5883288
居家護理	國軍高雄總醫院左營分院附設民眾診療服務處居家護理所	高雄市左營區軍校路553號	07-5817121
居家護理	崇仁居家護理所	高雄市左營區重仁路50巷1號5樓之2	07-3454848
居家護理	康福居家護理所	高雄市左營區博愛二路366號18樓之1	07--5507946
居家護理	高雄市那瑪夏區衛生所附設居家護理所	高雄市那瑪夏區瑪雅里6鄰平和巷252號	07-6701142
居家護理	國軍高雄總醫院岡山分院附設民眾診療服務處附設居家護理所	高雄市岡山區大義二路1號二樓	07-6250919
居家護理	劉嘉修醫院附設居家護理所	高雄市岡山區岡山路428號1樓	07-6222836
居家護理	新星渝居家護理所	高雄市岡山區岡山路69號	07-6297990
居家護理	嘉容居家護理所	高雄市岡山區程香里華園一路87號3樓	07-6233858
居家護理	高雄市立岡山醫院（委託秀傳醫療社團法人經營）附設居家護理所	高雄市岡山區壽天路12號B1	07-6222131
居家護理	建佑醫院附設居家護理所	高雄市林園區東林西路364巷10之1號3樓	07-6437901
居家護理	旭安居家護理所	高雄市阿蓮區中正路389號3F	07-6310989
居家護理	財團法人獎卿護理展望基金會大高雄居家護理所	高雄市前金區中正四路211號20樓之3樓	07-2618147
居家護理	高雄市立大同醫院附設居家護理所（委託財團法人私立高雄醫學大學	高雄市前金區中華三路68號9樓	07-2911101
居家護理	傳莕居家護理所	高雄市前金區瑞源路19號1樓	07-2415501
居家護理	達欣居家護理所	高雄市前鎮區一心二路119號9樓之3	07-3385885
居家護理	家福居家護理所	高雄市前鎮區一心二路128號7樓之1（713室和718室）	07-3315836
居家護理	青園居家護理所	高雄市前鎮區一心二路157號12樓1208間	07-3350998
居家護理	芙翠居家護理所	高雄市前鎮區和平二路207號9樓905室	07-7173788
居家護理	祥全居家護理所	高雄市前鎮區復興三路393號4－5樓	07-3340393#51
居家護理	幸福居家護理所	高雄市美濃區自強街一段102號	07-6817720
居家護理	高雄市茂林區衛生所附設居家護理所	高雄市茂林區茂林里8－4號	07-6801114
居家護理	爵嘉居家護理所	高雄市苓雅區四維四路216號5樓之3	07-3386408
居家護理	慈愛居家護理所	高雄市苓雅區光華一路206號6樓之5	07-2230707
居家護理	阮綜合醫療社團法人附設居家護理所	高雄市苓雅區成功一路162號	07-3351121
居家護理	貝康居家護理所	高雄市苓雅區自強三路3號28樓之8A	07-5668878
居家護理	天主教聖功醫療財團法人附設聖功居家護理所	高雄市苓雅區建國一路352號2樓	07-2238153
居家護理	彼得潘居家護理所	高雄市苓雅區凱旋二路124號1樓	07-7260325
居家護理	高雄市立民生醫院附設居家護理所	高雄市苓雅區凱旋二路134號2樓	07-7511131
居家護理	高雄市桃源區衛生所附設居家護理所	高雄市桃源區桃源里南進巷188之1號	07-6861126
居家護理	長庚醫療財團法人附設高雄居家護理所	高雄市鳥松區大埤路123號	07-7317123
居家護理	天恩居家護理所	高雄市湖內區中山路一段301巷52弄2號1樓	07-6931623
居家護理	怡欣居家護理所	高雄市湖內區中正路二段290巷109號1樓	07-6994918
居家護理	懷新居家護理所	高雄市湖內區長春一街91號1樓	07-6930065
居家護理	佳禾居家護理所	高雄市新興區中正三路160號3樓之2	07-2361508
居家護理	善逸居家護理所	高雄市楠梓區土庫路296巷1號	07-3535242
居家護理	緣滿居家護理所	高雄市楠梓區安民街240號1樓	07-3555986
居家護理	崇恩居家護理所	高雄市楠梓區宏昌街135號1樓	07-3658343
居家護理	松昕居家護理所	高雄市楠梓區軍校路800號9樓之3	07-3605561
居家護理	右昌聯合醫院附設居家護理所	高雄市楠梓區軍校路930號2樓	07--3643388
居家護理	健仁醫院附設居家護理所	高雄市楠梓區楠陽路136號4樓	07-3517166
居家護理	堉恩居家護理所	高雄市楠梓區德民路656號	07-3602237
居家護理	美恩居家護理所	高雄市路竹區中正路215巷104－1號	07-6964888
居家護理	慈宥居家護理所	高雄市路竹區中興路38號1樓	07-6964490
居家護理	正安居家護理所	高雄市路竹區仁愛路69巷108號1樓	09-37187321
居家護理	懷仁居家護理所	高雄市路竹區金平路376號	07-6962802
居家護理	臻歆居家護理所	高雄市路竹區華光路18號1樓	07-6983015
居家護理	喜恩居家護理所	高雄市鼓山區九如四路711巷2弄9號1樓	07-5211261
居家護理	高雄市立聯合醫院附設居家護理所	高雄市鼓山區中華一路976號Ｂ1	07-5552565
居家護理	衛生福利部旗山醫院附設居家護理所	高雄市旗山區中學路60號2樓	07-6613811
居家護理	高雄市立旗津醫院(委託財團法人私立高雄醫學大學經營)附設居家護	高雄市旗津區旗港路33號3樓	07-5711188
居家護理	米蘭達居家護理所	高雄市鳳山區工協街22號1樓	07-7019412
居家護理	家銨居家護理所	高雄市鳳山區中利街5號1樓	07-9638698
居家護理	杏和醫院附設居家護理所	高雄市鳳山區五甲二路470號1樓	07-7613111
居家護理	永達居家護理所	高雄市鳳山區青年路二段572號4樓	07-7778433
居家護理	馨百居家護理所	高雄市鳳山區保泰路220巷5號1樓	07-7210092
居家護理	翊安居家護理所	高雄市鳳山區曹公路89巷4號1樓	07-7102072
居家護理	巧鈊居家護理所	高雄市鳳山區新強路172號1樓	07-7671090
居家護理	高雄市立鳳山醫院（委託長庚醫療財團法人經營）附設居家護理所	高雄市鳳山區經武路42-1號7樓	07-7418151
居家護理	加恩居家護理所	高雄市鳳山區過勇路290號1樓	098-2302603
居家護理	惠德醫院附設居家護理所	高雄市鳳山區福祥街81號6樓	07-8126000
居家護理	瑞慈居家護理所	高雄市鳳山區錦田路130－7號4樓	07-8414928
居家護理	永樂居家護理所	高雄市橋頭區糖廠路20號1樓	07-6117218
居家護理	義大醫療財團法人附設義大居家護理所	高雄市燕巢區義大路1號	07-6150011
居家護理	義大醫療財團法人附設義大護理之家	高雄市燕巢區義大路21號13樓之2	07-6150288(6)
居家護理	百安居家護理所	基隆市七堵區百六街123號	02-24515085
居家護理	美綠居家護理所	基隆市中山區中山一路121號5樓	02-24251665
居家護理	基隆常春藤居家護理所	基隆市中正區新豐街233號2樓	02-24620568
居家護理	安馨居家護理機構	基隆市仁愛區仁一路133號12樓之3	02-24655900
居家護理	仁祥診所附設居家護理服務部	基隆市仁愛區忠ㄧ路23號2樓	02-24227080
居家護理	佳惠居家護理所	基隆市安樂區武隆街103巷55弄37號5樓	02-24333547
居家護理	長庚醫療財團法人附設基隆居家護理所	基隆市安樂區麥金路222號	02-24313131
居家護理	基隆市立醫院附設居家護理	基隆市信義區東信路282號	02-24652141
居家護理	衛生福利部基隆醫院附設居家護理	基隆市信義區信二路268號	02-24292525
居家護理	醫療財團法人臺灣區煤礦業基金會附設八堵居家護理	基隆市暖暖區源遠路29號	02-24579101
居家護理	連江縣北竿鄉衛生所附設居家護理所	連江縣北竿鄉塘岐村281－6號	083-655592
居家護理	連江縣東引鄉衛生所附設居家護理所	連江縣東引鄉中柳村123號	083-677206
居家護理	連江縣立醫院附設居家護理所	連江縣南竿鄉復興村217號	083-623995
居家護理	連江縣莒光鄉東莒衛生所附設居家護理所	連江縣莒光鄉大坪村30之1號	083-689005
居家護理	連江縣莒光鄉西莒衛生所附設居家護理所	連江縣莒光鄉青帆村14－1號	083-689122
居家護理	甘心居家護理所	雲林縣二崙鄉湳仔村9鄰湳子路162之1號3樓	05-5980968
居家護理	主恩居家護理所	雲林縣大埤鄉南和村民權路7號	05-5912182
居家護理	好厝邊居家護理所	雲林縣元長鄉長南村中山路8號	05-7889315
居家護理	國立成功大學醫學院附設醫院斗六分院附設居家護理所	雲林縣斗六市中和里中山路121－1號	05-5332121
居家護理	安順居家護理所	雲林縣斗六市公誠里北平路282號2樓	05-5320798
居家護理	洪揚醫院附設護理之家	雲林縣斗六市文化路138號	05-5323039
居家護理	代安居家護理所	雲林縣斗六市明德北路一段171號1樓	05-5349899
居家護理	佛教慈濟醫療財團法人附設斗六慈濟居家護理所	雲林縣斗六市雲林路二段248號	05-5372000
居家護理	慕妍居家護理所	雲林縣斗南鎮守成街158巷2號	05-5950133
居家護理	全生醫院附設居家護理所	雲林縣北港鎮中正路100號2樓	05-7826808
居家護理	彰化基督教醫療財團法人附設雲林基督教居家護理所	雲林縣西螺鎮新豐里市場南路373號	05-5871111
居家護理	厚安居家護理所	雲林縣西螺鎮漢光里光復西路336號	05-5863947
居家護理	馥柔居家護理所	雲林縣虎尾鎮林森路一段394號2樓	05-6328236
居家護理	國立臺灣大學醫學院附設醫院雲林分院附設居家護理所	雲林縣虎尾鎮廉使里學府東路2號	05-6328769
居家護理	天主教若瑟醫療財團法人附設若瑟居家護理所	雲林縣虎尾鎮新生路74號	05-6337333
居家護理	台安居家護理所	雲林縣虎尾鎮興南里興南617號	05-6327253
居家護理	欣齡居家護理所	雲林縣崙背鄉南陽村大同路105巷13號	05-6967105
居家護理	襃忠三仁診所附設居家護理所	雲林縣褒忠鄉中正路466號	05-6972606
居家護理	庭芳居家護理所	新北市三重區成功路110號2樓之20	02-29725137
居家護理	宜家居家護理所	新北市三重區重新路2段21號12樓	02-87733752
居家護理	宏仁醫院附設居家護理所	新北市三重區重新路四段101之10號1樓	02-29788877
居家護理	幸福時光居家護理所	新北市三重區捷運路19巷13號1樓及15號1樓	02-77519258
居家護理	萬眾居家護理所	新北市三重區集賢路131號1樓	02-28577722
居家護理	安心居家護理所	新北市三重區溪尾街126巷26號	02-82876707
居家護理	鴻欣護理之家	新北市三峽區三樹路168巷48號	02-26740396
居家護理	永樂居家護理所	新北市三峽區大同路98之7號11樓之2	02-26735760
居家護理	益德居家護理所	新北市三峽區中華路20號3樓之2	02-26736661
居家護理	清福醫院附設居家護理所	新北市三峽區民生街154之1號2樓	02-26730721
居家護理	行天宮醫療志業醫療財團法人附設恩主公居家護理所	新北市三峽區復興路367巷4號1、2樓	02-26723456
居家護理	慈心居家護理所	新北市土城區永安街64號3樓	02-22687398
居家護理	福康居家護理所	新北市土城區學享街58號9樓之9	02-82625224
居家護理	禾藝居家護理所	新北市中和區中正路211巷36弄12號1樓	02-82457839
居家護理	衛生福利部雙和醫院附設居家護理所(委託臺北醫學大學興建經營)	新北市中和區中正路291號5樓	02-22490088
居家護理	捷安居家護理所	新北市中和區宜安路23巷14號3樓	02-86680987
居家護理	僖安居家護理所	新北市中和區保平路239號7樓	02-22428608
居家護理	青禾居家護理所	新北市中和區景平路268號8樓	02-89421569
居家護理	臻佳居家護理所	新北市中和區景平路71－7號5樓之2	02-29439679
居家護理	新北市長青樹居家護理所	新北市五股區成泰路3段577巷111號1樓	02-2292-6109
居家護理	新北市平溪區衛生所附設居家護理所	新北市平溪區公園街17號1樓	02-24951015
居家護理	芯全安居家護理所	新北市永和區中正路417號8樓（607室）	02-29283688
居家護理	新北市石碇區衛生所附設居家護理所	新北市石碇區潭邊里碇坪路1段82號	02-26631325
居家護理	南丁格爾居家護理所	新北市汐止區大同路3段423號（1樓）	02-86487899
居家護理	私立常春藤居家護理所	新北市汐止區伯爵街44巷9號1、2樓	02-26421938
居家護理	國泰醫療財團法人附設汐止居家護理所	新北市汐止區建成路59巷2號地下2樓	02-26482121
居家護理	佳醫護理之家	新北市汐止區茄苳路296號1－6樓	02-86486672
居家護理	日好居家護理所	新北市汐止區福德二路132巷3號1樓	02-26921810
居家護理	全國居家護理所	新北市林口區仁愛里公園路167－2號1樓	02-26009007
居家護理	明倉居家護理所	新北市林口區忠孝路376巷53號1樓（含夾層）	02-26096468
居家護理	板橋中興醫院附設居家護理所	新北市板橋區忠孝路28號5樓	02-89512388
居家護理	蕭中正醫院附設居家護理所	新北市板橋區南雅南路1段1巷30號2樓	02-29688939
居家護理	醫療財團法人徐元智先生醫藥基金會附設亞東居家護理所	新北市板橋區南雅南路2段21號	02-89667000
居家護理	新北市立聯合醫院附設居家護理所	新北市板橋區英士路198號3樓	02-22575151
居家護理	慧安居家護理所	新北市板橋區滿平二街2巷1弄44之1號	02-26830814
居家護理	祥蕙居家護理所	新北市板橋區廣和街110號	02-29580958
居家護理	新北市金山區衛生所附設居家護理所	新北市金山區中山路257號4樓	02-24982778
居家護理	國立臺灣大學醫學院附設醫院金山分院附設居家護理所	新北市金山區五湖里南勢51號	02-24983359
居家護理	輔仁大學學校財團法人輔仁大學附設醫院附設居家護理所	新北市泰山區貴子路69號6樓	02-85128909
居家護理	新北市烏來區衛生所附設居家護理所	新北市烏來區新烏路5段109號	02-26617200
居家護理	新北市貢寮區衛生所附設居家護理所	新北市貢寮區仁愛路128號	02-24901431
居家護理	安福居家護理所	新北市淡水區中正東路2段29之1號16樓	02-28085718
居家護理	無論如河居家護理所	新北市淡水區中正路5巷26號2樓	02-26256694
居家護理	永康居家護理所	新北市淡水區重建街186號1樓	02-26264077
居家護理	同心居家護理所	新北市新店區中央路153號20樓之15	02-89136613
居家護理	永安居家護理所	新北市新店區中正路399巷13號1樓	02-86656656
居家護理	溫昕護理之家	新北市新店區中正路539之3號3樓、4樓、5樓	02-22190258
居家護理	天主教耕莘醫療財團法人附設耕莘居家護理所	新北市新店區民族路160巷2號	02-22193391
居家護理	新新居家護理所	新北市新店區民族路6－1號3樓	02-89113680
居家護理	遠東護理之家	新北市新店區民權路129、131、133號2樓及129號4樓	02-22186820
居家護理	新北仁康醫院附設居家護理所	新北市新店區安康路2段323號1樓	02-22152345
居家護理	佛教慈濟醫療財團法人附設台北慈濟居家護理所	新北市新店區建國路289號4樓	02-66289779
居家護理	中英醫療社團法人附設居家護理所	新北市新莊區中正路78巷13號1樓	02-29930313
居家護理	衛生福利部樂生療養院附設居家護理所	新北市新莊區中正路794號	02-82006600
居家護理	新泰綜合醫院附設居家護理所	新北市新莊區民安路268之1號	02-22080383
居家護理	新北市瑞芳區衛生所附設居家護理所	新北市瑞芳區明燈路3段1號	02-24972132
居家護理	愛佳生活居家護理所	新北市樹林區千歲街61巷12弄28號1樓	02-26819997
居家護理	美心居家護理所	新北市樹林區佳園路1段80巷1－3號1樓	02-26685760
居家護理	新北市雙溪區衛生所附設居家護理所	新北市雙溪區新基南街18號3樓	02-24931210
居家護理	私立三民護理之家	新北市蘆洲區三民路26巷51號1樓、2樓	02-22885959
居家護理	全連居家護理所	新北市蘆洲區中山一路120巷22號1樓	02-22820677
居家護理	仁安居家護理所	新北市蘆洲區中山一路120巷40號	02-22886211
居家護理	禾協居家護理所	新北市蘆洲區國道路2段28－3號	02-22463912
居家護理	人愛居家護理所	新竹市北區台溪里中華路三段9號11樓之4	03-5428040
居家護理	國軍桃園總醫院新竹分院附設民眾診療服務處附設居家護理所	新竹市北區武陵路3號	03-5348181
居家護理	國立臺灣大學醫學院附設醫院新竹臺大分院新竹醫院附設居家護理	新竹市北區金華里經國路一段442巷25號	03-5326151
居家護理	大新居家護理所	新竹市北區湳雅里湳雅街187巷86號1樓	03-5322077
居家護理	和松居家護理所	新竹市北區磐石里和平路86巷11號1樓	03-5247350
居家護理	財團法人台灣省私立桃園仁愛之家附設新竹新生醫院康護居家護理所	新竹市北區興南里西門街120號1樓	03-5222637
居家護理	國泰醫療財團法人附設新竹居家護理所	新竹市東區中華路二段678號	03-5278999
居家護理	南門綜合醫院附設居家護理	新竹市東區林森路20號	03-5261122
居家護理	怡安居家護理所	新竹市東區綠水里博愛街120號2樓	03-5710095
居家護理	新竹縣五峰鄉衛生所附設居家護理	新竹縣五峰鄉大隘村六鄰99號	03-5851005
居家護理	北埔鄉衛生所附設居家護理所	新竹縣北埔鄉北埔街90號	03-5802304
居家護理	禾馨護理之家	新竹縣竹北市中華路977巷1號	03-5511038
居家護理	新竹縣竹北市衛生所附設居家護理所	新竹縣竹北市光明二街89號	03-5533381
居家護理	菩心居家護理所	新竹縣竹北市新國里17鄰新光三街30號1樓	03-5556965
居家護理	東元醫療社團法人附設居家護理所	新竹縣竹北市縣政二路69號	03-5527000
居家護理	新竹縣竹東鎮衛生所附設居家護理所	新竹縣竹東鎮中正路221號	03-5943566
居家護理	臺北榮民總醫院新竹分院附設居家護理所	新竹縣竹東鎮中豐路一段81號	03-5962134
居家護理	國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院附設居家護理所	新竹縣竹東鎮至善路52號	03-5943248
居家護理	富林護理之家	新竹縣竹東鎮陸豐里荳子埔5鄰55之9號	03-5121857
居家護理	芎林鄉衛生所附設居家護理所	新竹縣芎林鄉芎林村文山路532號	03-5924787
居家護理	新竹縣峨眉鄉衛生所附設居家護理	新竹縣峨眉鄉峨眉村2鄰5號	03-5800314
居家護理	新竹縣湖口鄉衛生所附設居家護理所	新竹縣湖口鄉中興街36號	03-5992654
居家護理	天主教仁慈醫療財團法人附設新竹仁慈居家護理所	新竹縣湖口鄉忠孝路29號	03-5993500
居家護理	崇德護理之家	新竹縣新埔鎮下寮里義民路三段156巷90弄66號	03-5882000
居家護理	新埔鎮衛生所附設居家護理所	新竹縣新埔鎮中正路758號	03-5882017
居家護理	新豐鄉衛生所附設居家護理所	新竹縣新豐鄉重興村萃豐路21號	03-5591151
居家護理	橫山鄉衛生所附設居家護理所	新竹縣橫山鄉大肚村新興街141巷10號	03-5932004
居家護理	新竹縣寶山鄉衛生所附設居家護理所	新竹縣寶山鄉雙溪村7鄰雙園路二段273號	03-5207694
居家護理	延松護理之家	嘉義市西區大同路256號	05-2353942
居家護理	嘉康居家護理所	嘉義市西區友愛路237號4樓之1	05-2811885
居家護理	衛生福利部嘉義醫院附設居家護理所	嘉義市西區北港路312號	05-2319090
居家護理	盧亞人醫院附設居家護理所	嘉義市西區民權路406號	05-2248347
居家護理	私立家寶居家護理所	嘉義市西區光路里民生南路498號	09-19662952
居家護理	仁德醫療社團法人附設護理之家	嘉義市西區林森西路285號	05-2258279
居家護理	陽明醫院附設居家護理所	嘉義市東區吳鳳北路252號	05-2252000
居家護理	世華居家護理所	嘉義市東區和平路178號	05-2767102
居家護理	佳和居家護理所	嘉義市東區後湖里16鄰保仁三街228巷28號	05-2327177
居家護理	仁德居家護理所	嘉義市林森西路285號	05-2258279
居家護理	嘉義縣私立長松護理之家	嘉義縣大林鎮中正路424－426號	05-2652847
居家護理	佳維居家護理所	嘉義縣朴子市小?榔五路278號	05-3620090
居家護理	衛生福利部朴子醫院附設居家護理所	嘉義縣朴子市永和里42－50號	05-3790600
居家護理	臺中榮民總醫院灣橋分院附設居家護理所	嘉義縣竹崎鄉灣橋村石麻園38號	05-2791072
居家護理	佳霖護理之家	嘉義縣溪口鄉疊溪村下員林128之1號	05-2656631
居家護理	共樂居家護理所	嘉義縣義竹鄉六桂村2鄰義竹154之27號	05-3411111
居家護理	家歆居家護理所	彰化市雲長路135號2－3樓	04-7882591
居家護理	彰化縣二水鄉衛生所附設居家護理所	彰化縣二水鄉二水村過圳路19號	04-8791077
居家護理	洪宗鄰醫院附設護理之家	彰化縣二林鎮二溪路2段269號	04-8955555
居家護理	彰化基督教醫療財團法人附設二林基督教居家護理所	彰化縣二林鎮安和街40巷28號	04-8952031
居家護理	庭安居家護理所	彰化縣二林鎮長春路408號2樓	04-8968123
居家護理	員林郭醫院附設護理之家	彰化縣大村鄉田洋橫巷2－9號	04-8539888
居家護理	安健居家護理所	彰化縣大村鄉員大路12－23號	04-8532191
居家護理	欣和居家護理所	彰化縣北斗鎮復興路228巷100號	04-8874203
居家護理	仁美庭園護理之家	彰化縣田中鎮一心街55號	04-8762070
居家護理	里仁診所附設護理之家	彰化縣田中鎮公館路283號1．3樓	04-8762036
居家護理	長欣護理之家	彰化縣伸港鄉濱海路51巷12號	04-7995888
居家護理	蔡佩旻居家護理所	彰化縣秀水鄉信義街34號3樓	09-85855927
居家護理	和樂居家護理所	彰化縣和美鎮東萊路133號1樓	09-37061709
居家護理	白老鳳居家護理所	彰化縣社頭鄉山腳路4段91巷77弄1號	04-8723230
居家護理	儀馨居家護理所	彰化縣社頭鄉松竹村社石路940號	04-8737156
居家護理	尚安居家護理所	彰化縣芳苑鄉斗苑路三合段19號2樓	04-8953533
居家護理	家園居家護理所	彰化縣花壇鄉中山路一段18之2號1樓	04-7876233
居家護理	安域居家護理所	彰化縣花壇鄉中正東街9巷6號2樓	04-7880218
居家護理	安歆護理之家	彰化縣花壇鄉中正路355號	04-7882595
居家護理	以恩居家護理所	彰化縣花壇鄉中正路355號2樓	09-82489354
居家護理	仁堡護理之家	彰化縣花壇鄉中庄村中山路1段40巷66。76。78號	04-7868567
居家護理	私立芬園居家護理所	彰化縣芬園鄉進芬村中山路6號	049-2523588
居家護理	員榮醫療社團法人附設員榮居家護理所	彰化縣員林市中正路201號	04-8326161
居家護理	員林何醫院附設樂星居家護理所	彰化縣員林市民族街33號Ｂ1	04-8369897
居家護理	恩惠居家護理所	彰化縣員林市育英路466號	04-8338652
居家護理	奇異恩典居家護理所	彰化縣員林市員集路2段339號1樓	04-8399469
居家護理	彰化基督教醫療財團法人附設員林基督教居家護理所	彰化縣員林市莒光路456號	04-8381456
居家護理	惠來醫療社團法人附設清馨居家護理所	彰化縣員林市惠來里惠來街89號	04-8375878
居家護理	衛生福利部彰化醫院附設居家護理所	彰化縣埔心鄉舊館村中正路2段80號	04-8298686
居家護理	安怡居家護理所	彰化縣埔鹽鄉埔菜路60－10號1樓	04-8852420
